image_name,relative_path,face_index,eye_distance,ear_distance,aspect_ratio,nose_to_chin_distance,mouth_width,forehead_to_nose_ratio,face_symmetry,eye_center_offset,brow_to_eye_distance,jawline_angle,nose_width_ratio,face_circularity,eye_slant_angle,skin_tone_std,skin_color_variation,noise_variation,edge_sharpness,skin_color_mean,skin_color_median,skin_color_entropy,saturation_std,brightness_std,hue_std,color_contrast,edge_density,dct_std,dct_energy,dct_entropy,brightness_difference,shadow_mismatch,dct_max,dct_min,dct_mean,dct_median,dct_skewness,dct_kurtosis,fft_energy_ratio,fft_entropy,fft_low_freq_energy,fft_high_freq_energy,left_eye_aspect_ratio,right_eye_aspect_ratio,eye_aspect_ratio_diff,left_eye_area_ratio,right_eye_area_ratio,lip_area_ratio,smile_index,nasolabial_angle,eye_roundness,lip_thickness_ratio,expression_index,avg_eye_aspect_ratio,eye_reflection_ratio_low,eye_reflection_ratio_dynamic,eye_reflection_ratio_high,hair_texture_std,hair_edge_density,hair_color_mean,hair_color_std,hair_color_entropy,hair_gradient_mean,hair_gradient_std,hair_lbp_entropy,hair_sharpness,hair_density,hair_contrast,avg_face_depth,std_face_depth,max_face_depth,min_face_depth,face_depth_range,depth_skewness,depth_kurtosis,depth_std_ratio,face_depth_gradient,boundary_depth_discontinuity,mean_depth_gradient_orientation,std_depth_gradient_orientation,depth_ratio
63.jpg,63.jpg,1,0.5639373159651618,1.1284884819995882,1.1284884819995882,0.7030401658404414,0.31157609599973674,0.34415584415584416,0.5811704472889739,0.10660741710296459,0.17813852813852815,0.3167042279555436,0.1612192798076887,0.8331543250061468,0.03989465687386713,47.61778527207102,34.891665404614066,30.621594038206197,0.1103668212890625,194.79706194154173,209.0,6.863660812460798,27.911411216302145,42.60068146014087,65.96141054318353,1.1807159539619065,0.09132212629239404,184.57535725692838,851938.7250335483,13.761909594304353,6.773569742838561,86.04999999999998,44644.01171875,1.519357341406291e-05,12.999553299462102,5.08829648637772,218.7844016126735,52710.47442965355,0.6691188618806946,14.042249494493504,170818523.60638982,84470234.9951382,0.0028745872029222242,0.0022596363944747187,0.0006149508084475055,0.3535528596125901,0.26889279437373564,0.2849590723046216,0.06480903109763668,0.05314437409654073,0.39626121055564956,0.39866763084896345,0.1346006181487868,0.0025671117986984715,0.5154512273670651,0.22907034996063838,0.0,48.79328020415521,0.015151515151476891,"[195.97171717171716, 204.57020202020203, 223.9]","[50.26892535799122, 46.412752089537335, 45.2996265063643]",5.790318105152016,29.04715528368948,62.97382125823892,3.7467358960534725,193.8129374553617,0.9621212121187825,1.1126036719682681,0.8136846,0.13623741,0.9733563,0.27573097,0.69762534,-1.3839471,0.91509247,0.7656369,0.14194661,0.11566782,0.47598222,0.28483602,1.061786
77.jpg,77.jpg,1,0.6085282562672882,1.1755940639062268,1.1755940639062268,0.7052377509567637,0.4270832590120671,0.30344827586206896,0.4634487387564383,0.0725638519728638,0.1726436781609195,0.32192420391558507,0.22453984868768953,0.8465099907287316,0.10845649420465166,56.178005832890385,45.33736153071501,27.334241491877993,-0.091552734375,184.98558088437244,199.0,7.180460180812314,29.75751719185722,47.24847015310014,11.250988252365826,1.3460508514422522,0.12647624277307384,147.70627357850228,799269.7820001424,13.647638935943736,27.723256429036468,169.26,32894.91015625,7.019671045727094e-05,12.195889007570532,3.9365050366347907,178.39009971605202,38442.38668924404,0.7055642316902292,13.91847469914067,169964275.4838292,70927011.02125302,0.0016947914867936724,0.0021482653358459326,0.00045347384905226017,0.1948698315452154,0.25322812051286614,0.3209433962258095,0.04279899993672969,0.05440752733965934,0.2852680162398195,0.45308169110164775,0.15230824930809578,0.0019215284113198025,0.39850929406850455,0.19448360484544694,0.0620953425229741,74.93075759346567,0.07921737055576422,"[109.20257695060845, 137.25888809353376, 169.81842042471965]","[61.22731663721197, 70.29578593360698, 79.45472550090768]",7.1683684421487515,55.59084637243107,63.33836868197834,3.677465472531187,467.1149727680539,0.9026485325676387,1.5298310584407424,0.93432903,0.05298188,0.9974658,0.6349592,0.36250657,-2.2774293,7.441347,0.28100803,0.026185513,0.009831071,0.5361684,0.31050903,1.1005569
162.jpg,162.jpg,1,0.6496236246538071,1.2424992286267813,1.2424992286267813,0.6311936923249118,0.4324606717334388,0.37583892617449666,0.415918586976573,0.07042746630093928,0.192841163310962,0.354711038789583,0.2459925643525699,0.839445098282647,0.04177565305429809,50.79063020688191,41.4829223262561,17.60836829055491,0.108184814453125,149.22458130027692,151.0,7.462368087995421,25.73397558071702,50.222983561483694,46.24358632051876,1.5547036314242004,0.0909930106697886,137.00390499630242,631262.8890654433,13.199575331688456,33.662282307942704,124.23333333333333,30874.78515625,2.851162951195141e-05,9.632307267233937,2.929067942790023,182.24992485811495,39995.30277783762,0.7322518779102504,13.529995342532052,144162298.6271775,52712988.382802665,0.0019353850194693703,0.001598258230449711,0.0003371267890196594,0.25056179774999365,0.20006570302102455,0.27566302652063074,0.045309833392495356,0.10049155290320476,0.28687837696520996,0.38719761988217843,0.13024375437736582,0.0017668216249595407,0.39464005382372724,0.20497869477461314,0.037228078044404575,45.58477093504146,0.008166969146986917,"[167.81964609800363, 186.90313067150635, 202.50907441016335]","[41.20647519136893, 43.95310164782321, 44.72551301831288]",6.205809116809247,25.63739022582379,44.84897618942991,3.8132321507563502,123.96387693057665,0.9485027223208973,1.161462943095553,0.9153502,0.09407299,0.9993724,0.0061398847,0.99323255,-5.856697,48.03484,0.3486909,0.07514173,0.0281052,0.4797378,0.25649053,1.1321573
176.jpg,176.jpg,1,0.5331214219936743,1.1708923641840057,1.1708923641840057,0.6718266872988417,0.32220921632641575,0.3835616438356164,0.5732660808494645,0.07902447236401972,0.2184931506849315,0.33147597047703936,0.19312718902714734,0.8461653242182555,0.020423275999701,53.94032072729762,44.736927555704845,15.716882026733709,0.29656982421875,180.7371514947934,187.0,7.344937600309518,23.679017962280724,44.576977104807895,24.33490110401476,1.2449017642152003,0.07994625460531637,157.1706033907893,582875.257081761,12.90658247173088,14.52007039388019,72.52333333333334,36092.2421875,9.99150716101127e-05,8.89397059756105,2.515858030258128,190.78038722068698,42863.31922507127,0.7352375958581367,13.33552221633609,137423212.04428416,49486724.03412038,0.0019696809193046256,0.001363437684966222,0.0006062432343384035,0.23015873015351113,0.1535312180127581,0.291364535266014,0.06230968033377664,0.007754702537912786,0.24426460746428635,0.4095916579240801,0.13764159217611696,0.0016665593021354239,0.5588678945697046,0.1751746586217847,0.013297872340425532,66.47479485010736,0.02951490356508032,"[154.67650496785507, 181.71654003506723, 217.4573348918761]","[54.088636724686104, 63.54472840783938, 65.64943574372668]",6.572240487604146,32.190015250876264,50.27209304330684,3.9450416980155305,126.88088249409655,0.9284044418441602,1.2199530526655975,0.85249394,0.13117449,0.98593646,0.24111146,0.744825,-2.5072014,7.2042665,0.65867704,0.1166082,0.084970415,0.39976314,0.23802647,1.0953188
88.jpg,88.jpg,1,0.5295613856656869,1.2383134251427983,1.2383134251427983,0.7049893835116934,0.30971115387788056,0.3680555555555556,0.8187659669214766,0.14045178452795068,0.17175925925925928,0.3148245744475861,0.20749548476777147,0.8253725847905579,0.027799943892892604,63.495960714781454,54.33049421661409,19.936456044751427,-0.0738372802734375,130.45268138801262,134.0,7.374648468766742,30.12081374643694,52.84477254795591,3.6662023391239695,1.517791710952157,0.08454258673745385,160.2667381166885,579165.2243927865,13.651717906341544,10.55085245768231,70.49,40009.06640625,0.0003375683529318607,8.837359991345009,3.4716730105624336,238.69265586852077,59572.7662913136,0.6810286230496823,13.98308180719784,114702962.88601711,53723090.004933596,0.0020728028074538394,0.003532265879576855,0.0014594630721230157,0.2499999999979027,0.44624999998884374,0.22196721311402634,0.08157578299131543,0.1048966689260755,0.44324651650824287,0.3264312745595791,0.11067878108220326,0.002802534343515347,0.41215212439338417,0.20462761216202832,0.027747515763758213,50.15757979821188,0.07438271604915314,"[74.475, 129.52777777777777, 189.00555555555556]","[18.603049456314427, 18.619115194264392, 17.108945570037864]",6.1026165790508795,46.78531855077538,43.8985223486938,3.241751023847633,683.1437627648224,0.9999999999969136,0.9500551440952378,0.7937755,0.25037,0.98386914,0.0,0.98386914,-2.380843,4.267575,0.79368186,0.17361838,0.12509632,0.5347789,0.29162684,1.1528783
348.jpg,348.jpg,1,0.6151550373586474,1.503930036788798,1.503930036788798,0.8308713632219022,0.31965594030447386,0.4166666666666667,0.4488240699289874,0.07662876789284132,0.2066666666666666,0.3683827128985141,0.2106323359887493,0.8144194933900499,0.17543372067910354,47.13303425316408,38.347779635823116,35.62958316129365,0.1569671630859375,175.97296544035675,187.0,6.978867565945604,16.265528380259777,39.95346091498568,4.16632832710946,1.2047305008741445,0.07065217390319785,152.4441972667545,793712.3923371665,14.085322593909465,32.444274902343736,120.98333333333333,35317.21875,4.4825695005190624e-05,12.111089970965065,6.12973488707164,196.45514532207298,44653.09232189761,0.6045218085450879,14.234061371999195,136813191.4257582,89503195.33128646,0.0014967098640926615,0.0018337722081774167,0.0003370623440847552,0.17896995708000885,0.2275862068934126,0.31490384615289996,0.05504658435770359,0.02296214223851592,0.25882169256542564,0.4439767837928546,0.14910242195504156,0.001665241036135039,0.5057617416100956,0.1269498414590028,0.032846715328467155,53.67230953173885,0.08555399719465094,"[115.64270687237027, 140.39971949509118, 177.7976858345021]","[41.351819461264306, 46.19025962335332, 53.2952566796189]",7.000752643770555,49.3714669275681,36.74913504603653,2.6797030748044723,1514.5003357551307,0.9996493688604501,1.1894000974651895,0.86876273,0.081493124,0.98370606,0.46545058,0.5182555,-0.99476135,0.42291546,0.5125625,0.112789035,0.09102708,0.4856889,0.24026899,1.0749319
360.jpg,360.jpg,1,0.5438828319469791,1.3426238443570429,1.3426238443570429,0.6200037701056466,0.27719903691318,0.4189189189189189,0.4780876599128789,0.08917615702864966,0.22128378378378377,0.335960428661562,0.1714008311039587,0.8162261001032467,0.06912020786540134,42.2648774680306,33.88531697341513,11.915207822567297,-0.0977783203125,143.0001226993865,143.0,7.04308627716619,19.54087737287242,37.738149477537114,15.433127205745265,1.44755119537626,0.05803680980882984,154.14840518618652,499996.05276996165,12.69445252211166,39.950317382812486,72.21,37025.0703125,8.153560688312078e-06,7.629334301299464,1.836866107617138,214.21615165498991,51050.873023720465,0.7762838362902812,13.153838507413186,125617976.06970496,36201670.55595498,0.0017045365165515916,0.0023650561604700577,0.0006605196439184661,0.23076923076770048,0.33075842696164665,0.38546473302443823,0.047098552727841525,0.006545296082934738,0.35747960964443826,0.5521576302739895,0.1854090743170037,0.0020347963385108246,0.36669396250234576,0.2136325639319651,0.03561253561253561,40.4023748971585,0.023567353014081947,"[155.5747953361449, 169.1736541801042, 204.64326469858597]","[33.41194434789686, 33.95872274435057, 36.659566880545185]",5.870577177395096,28.19630239726082,50.867386232505964,3.829526108634254,193.84144007730706,0.9712230215803245,1.1332410145149006,0.8214439,0.25651076,0.99914867,0.021296198,0.97785246,-2.374425,4.1079426,0.7689839,0.20588344,0.14723605,0.4585911,0.28308487,1.1386862
228.jpg,228.jpg,1,0.5755945425969498,1.2974162357889965,1.2974162357889965,0.6562181209188164,0.3093737190020968,0.38666666666666666,0.48814969002463954,0.07357094646175374,0.24077777777777773,0.34682281905909407,0.18101530789098946,0.8301898696144848,0.04583467491618368,43.2933722001448,35.862781774580334,29.001644572816126,-0.039154052734375,129.32920863309351,127.0,7.0062383929342955,12.230096148377623,43.67870801896851,2.426483902519417,1.2680816689846586,0.04978417265470731,105.10485830206427,628612.3831921972,14.00132134018856,31.622690836588546,55.243333333333325,23973.585937499996,0.00018280240450874174,9.591863757205157,3.7955699211796636,188.75705664170388,42153.43404503616,0.5941985054262522,14.225013941155678,111977303.87440848,76473698.36108321,0.0017829184325888565,0.001451619273761553,0.0003312991588273035,0.23740053050083018,0.18801369862884926,0.2291034482752301,0.07249605405567311,0.029924809747973798,0.2708271097123919,0.3550619178049985,0.11943215183711631,0.0016172688531752048,0.5518457173781137,0.15925154561406385,0.027513570245494348,19.522573075240164,0.08799579721542423,"[55.23194116101917, 60.84843708957184, 73.27186761229315]","[15.6006960365728, 16.782493882600946, 21.164047212445716]",5.7993052178847,47.02584282796853,55.10508716686005,2.8131081114700835,740.1116247985527,0.7806671920126591,1.674004881836255,0.6512935,0.18115358,0.9498928,0.073589064,0.87630373,-1.0510699,0.54791284,0.74815893,0.21045488,0.22570622,0.41894597,0.21270978,1.0919063
214.jpg,214.jpg,1,0.5233879968690968,1.1947439807701503,1.1947439807701503,0.7520672529242578,0.5086813399225081,0.2684563758389262,0.4550130988928666,0.08336751166150465,0.16543624161073828,0.3679541390017073,0.2705720130818679,0.8535497573314924,0.06857548258275731,50.64967435877303,40.663940013633265,11.03857098982141,0.0148773193359375,163.14229720518065,170.0,7.161834620931074,30.3455145650574,34.677994787974335,46.36288840298229,1.2075347850760152,0.03783231083199858,137.6266443506792,386183.9360898344,12.597198110960083,14.692637125651046,20.373333333333335,31904.45703125,2.6251111668457172e-05,5.892699220120764,1.8723540723157615,197.5051028848721,44565.4054714043,0.7242847919916651,12.901091664246618,88384756.61288291,33645634.733370855,0.0007370244607220677,0.0008577180733993743,0.00012069361267730663,0.08724832214647987,0.1015999999983744,0.15713414634127174,0.07027850320579852,0.08421388107280883,0.12022457585707053,0.20952908870773485,0.0703746104139521,0.000797371267060721,0.5085978835978836,0.23302469135802467,0.0,28.841198862067,0.008551724137907444,"[195.82427586206896, 204.79062068965519, 243.46427586206897]","[23.42346046889083, 21.45940244759509, 14.297119302072534]",5.973642518541195,23.925312672126516,21.727931326932133,3.381531855129804,120.11423992390012,0.9999999999972414,0.5247949183849911,0.80379695,0.12735444,0.9412057,0.07086058,0.8703451,-2.9730685,13.483248,0.47588465,0.1438865,0.08072311,0.58185273,0.22151303,1.1639826
200.jpg,200.jpg,1,0.5128032661059782,1.094833054201699,1.094833054201699,0.763465914403162,0.3204846543825801,0.23976608187134502,0.37924017435271984,0.06547314898667314,0.1395711500974659,0.3373673212188945,0.18694938172317174,0.8551242932707861,0.012047675522204865,47.80279204430357,38.62753378378378,33.83116174132623,-0.1942596435546875,160.81728603603602,172.0,7.128045714882612,29.4000435502527,37.75671355359075,56.5167154674059,1.2747385792801211,0.11697635133488508,167.08651676232236,762762.4867836062,14.141938003722835,3.535105387369782,25.47,41505.55078125,0.00018819162957761648,11.638831890618992,5.541137531749499,236.11383994543345,58616.162336427915,0.5985493332909667,14.428632029685007,132763602.49739957,89045353.11104405,0.001468588043534253,0.0019721365396835368,0.0005035484961492837,0.1881496881477323,0.25566037735366676,0.2326388888882427,0.0716417910439207,0.0222167567015716,0.28253826287688427,0.3337497398527215,0.11239682147864644,0.001720362291608895,0.5506214915797916,0.14685960591133004,0.014771165081910873,40.7385291178385,0.024112004148239274,"[135.63287529167746, 172.96033186414311, 224.83847549909257]","[22.550609411060616, 14.05814927362547, 16.081513664169155]",5.741922907398422,21.348517296758573,28.778830844850223,3.260690026960862,224.7741744014314,0.9999999999974073,0.47225248044723833,0.8101188,0.29612428,0.99334854,0.0,0.99334854,-2.035106,2.4526606,0.8175038,0.08225483,0.015730977,0.6109186,0.27824816,1.1490539
